Start Time, 2021-04-18 - 17:51:35
Sample Rate,1
Operation Mode,1
Target Depth [m],0.42
Target Height [m],99.0
Roll Kp,1.0
Roll Ki,0.0
Roll Kd,0.0
Height Kp,1.0
Height Ki,0.0
Height Kd,0.0
Depth Kp,1.0
Depth Ki,0.0
Depth Kd,0.0
Adaptive Depth Kp,1.0
Adaptive Depth Ki,0.0
Adaptive Depth Kd,0.0
Camera Mode,0
Photo Frequency [ms],0
 
 #######DATA######## 

Elapsed Time [s],Height [m],Height Error [m],Depth [m],Depth Error [m],Pressure [kPa],Temperature [C],Yaw [deg],Pitch [deg], Roll [deg], Battery Voltage [V],Battery Current [A],height out, roll out, state
0.03666945999793825,
0.5388148929996532,10
1.0407787119984278,1
1.5432201349976822,0.42
2.0455331720004324,99.00
2.5481230839977798,1.00
3.0521210650003923,0.00
3.5547414979992027,0.00
4.059041405998869,1.00
4.562566471999162,0.00
5.064842581999983,0.00
5.567244264999317,1.00
6.085744042000442,0.00
6.587922755999898,0.00
7.098896088999027,0.44,98.56,0.40,0.02,10523.00,27.37,319.19,-3.00,6.06,3.65,35.41,0.00,0.00,1
7.601147876997857,
8.103765183997893,10
8.606200616999558,0
9.109039589999156,0.42
9.612449188000028,99.00
10.116702273000556,1.00
10.619418538997706,0.00
11.122172928997315,0.00
11.624903413998254,1.00
12.127017648999754,0.00
12.629226363998896,0.00
13.130979870998999,1.00
13.632866763000493,0.00
14.135103549997439,0.00
14.636813879998954,
15.138736552999035,10
15.640699018000305,0
16.142694034999295,0.42
16.644853218000208,99.00
17.147085734999564,1.00
17.649336324000615,0.00
18.151098476999323,0.00
18.65306739999869,1.00
19.15527564600052,0.00
19.65752826699827,0.00
20.159775574997184,1.00
20.662066528999276,0.00
21.164411960999132,0.00
21.666068749997066,
22.167731579997053,1
22.66936092099786,0
23.17127979199722,0.42
23.673147882000194,99.00
